PNR,Departure Date,Tail Number,Airport Code(Deprt.),Airport Code(Arrvl.)
HYIN9J,12/13/2017,609,DEN,LAS
HYIT9J,12/3/2017,627,ACY,MYR
HYJ8WM,12/26/2017,904,BDL,TPA
HYJCQZ,12/30/2017,664,EWR,MCO
HYJZ5J,12/1/2017,677,FLL,DEN
HYKZWM,12/21/2017,657,MCO,IAH
HYLHJZ,12/15/2017,657,MCO,IAH
HYP3TZ,12/20/2017,525,MCO,BDL
HYP3TZ,12/29/2017,533,BDL,MCO
HYPHMZ,12/23/2017,512,FLL,BDL
HYPUHJ,12/16/2017,679,FLL,ACY
HYU4FJ,12/14/2017,626,PBI,ORD
HYWTXZ,12/4/2017,639,CLE,TPA
HYZDJM,12/25/2017,657,MCO,IAH
I4DCTB,12/10/2017,664,ACY,RSW
I4DLWB,12/21/2017,615,BDL,FLL
I4DTVB,12/11/2017,631,ATL,DTW
I4KP2L,12/18/2017,680,RSW,ORD
I4KSWB,12/17/2017,638,BWI,DTW
I4L7YB,12/11/2017,616,BWI,ATL
I4M3WB,12/30/2017,669,PAP,FLL
I4NJ5L,12/30/2017,662,ACY,PBI
I4QC2L,12/17/2017,680,ORD,LAS
I4RR2L,12/14/2017,646,SAN,LAS
I4UV9L,12/30/2017,641,CLE,MCO
I4V34L,12/2/2017,659,FLL,LGA
I51L4L,12/10/2017,609,LAX,CLE
I52W7L,12/16/2017,523,EWR,MCO
I5F7HL,12/29/2017,681,BOS,FLL
I5G4FL,12/13/2017,664,FLL,ATL
I5GFHL,12/20/2017,678,DTW,FLL
I5IWSL,12/9/2017,642,FLL,BOG
I5J88Y,12/21/2017,508,BOS,ATL
I5M6KL,12/23/2017,680,LAS,ORD
I5MGJL,12/22/2017,668,ACY,MCO
I5Q6JL,12/18/2017,662,FLL,DEN
I5QMVL,12/18/2017,532,DTW,LGA
I5SEFY,12/30/2017,903,MSY,DTW
I5SUUL,12/21/2017,645,MSP,MCO
I5T6PL,12/19/2017,605,RSW,MSP
I5THVL,12/10/2017,524,BWI,LAX
I5U4VL,12/14/2017,611,LGA,MYR
I5YLHL,12/10/2017,631,LAS,DTW
I617GY,12/29/2017,650,PIT,TPA
I61ZUL,12/13/2017,637,MCI,MCO
I64GKY,12/9/2017,604,TPA,DTW
I6825V,12/26/2017,646,CAK,FLL
I695WY,12/29/2017,680,ORD,RSW
I6C7JI,12/23/2017,606,PHL,MCO
I6CT7V,12/27/2017,534,DTW,MCO
I6D1RY,12/17/2017,612,OAK,LAS
I6E62V,12/17/2017,658,RSW,DTW
I6GJGI,12/15/2017,626,DTW,TPA
I6HTJI,12/20/2017,633,BWI,LAS
I6IEJI,12/27/2017,626,TPA,BDL
I6J73V,12/1/2017,668,FLL,EWR
I6JH4V,12/21/2017,682,LAX,DTW
I6NGKI,12/2/2017,603,PHL,FLL
I6Q5WI,12/16/2017,527,OAK,LAX
I6QWMI,12/11/2017,617,LAX,ORD
I6V72F,12/29/2017,605,LAX,IAH
I6YCPY,12/14/2017,534,ORD,MSY
I6ZQTL,12/19/2017,659,ACY,MCO
I715XI,12/20/2017,624,MCO,PIT
I7164F,12/29/2017,650,TPA,PIT
I73JYI,12/3/2017,506,BOS,BWI
I74I7F,12/3/2017,628,LAX,MCI
I768YI,12/20/2017,646,DFW,PHL
I76SNV,12/1/2017,529,BOS,BWI
I76Z7F,12/28/2017,534,DEN,FLL
I77GSV,12/14/2017,535,BOS,MYR
I782PV,12/17/2017,649,PHL,FLL
I789QV,12/27/2017,626,BDL,RSW
I78KYI,12/18/2017,643,BWI,ATL
I791MV,12/22/2017,667,SJU,MCO
I7B4QF,12/3/2017,646,MSP,RSW
I7DS7S,12/2/2017,659,FLL,EWR
I7ESXV,12/24/2017,506,ORD,PHX
I7FB4S,12/3/2017,630,LAS,MSP
I7G66S,12/2/2017,633,RSW,DTW
I7GKJF,12/21/2017,629,BWI,ATL
I7HD3S,12/25/2017,605,MCI,LAX
I7HMWV,12/31/2017,671,RSW,ACY
I7HW2S,12/18/2017,507,BDL,MCO
I7IGKF,12/26/2017,502,BOS,ATL
I7LCFF,12/12/2017,637,BOS,RSW
I7MQKF,12/9/2017,618,LAS,DFW
I7MQKF,12/12/2017,615,LAS,DFW
I7N6RF,12/24/2017,635,BDL,RSW
I7QY2C,12/23/2017,663,FLL,DTW
I7V9VF,12/16/2017,629,TPA,DTW
I7Z7VI,12/14/2017,609,MCO,DTW
I7Z8UI,12/28/2017,621,FLL,LBE
I7ZV2F,12/27/2017,649,ATL,ORD
I82BSF,12/18/2017,527,MCO,CAK
I82FNS,12/10/2017,508,LAX,PHL
I82GYF,12/15/2017,611,RSW,DTW
I859UF,12/18/2017,667,FLL,BWI
I859UF,12/19/2017,677,FLL,BWI
I85WYF,12/22/2017,603,DTW,TPA
I887JS,12/3/2017,509,BOS,ATL
I8BEMS,12/18/2017,635,CLE,MCO
I8BS3P,12/21/2017,673,ATL,IAH
I8CB4P,12/28/2017,612,MCO,BWI
I8G6QS,12/18/2017,671,BOS,FLL
I8GYXS,12/21/2017,674,SJU,MCO
I8H7JC,12/10/2017,528,ORD,IAH
I8HCWS,12/19/2017,646,LGA,ORD
I8K88P,12/12/2017,648,TPA,ATL
I8KF8P,12/18/2017,527,MSY,MCO
I8KTMC,12/25/2017,658,MCO,IAH
I8KY8P,12/3/2017,615,FLL,CLE
I8NIJC,12/18/2017,624,RSW,ORD
I8PCSC,12/26/2017,679,ACY,FLL
I8QCNC,12/24/2017,604,ATL,ORD
I8SKRC,12/3/2017,521,DFW,LAS
I8V8UC,12/11/2017,630,BWI,RSW
I8Y2TS,12/10/2017,643,ORD,ATL
I8YLWS,12/12/2017,516,TPA,ORD
I8ZK3C,12/26/2017,636,MCO,PIT
I8ZZXF,12/10/2017,626,PHX,MSP
I93HTC,12/24/2017,532,MSY,CLE
I957TP,12/10/2017,502,LAS,BOS
I965YC,12/29/2017,601,BOS,MYR
I979MP,12/18/2017,632,MCI,LAX
I986XC,12/18/2017,604,OAK,LAS
I98ITP,12/16/2017,507,RSW,CAK
I98IXC,12/23/2017,522,TPA,MSY
I9CJQP,12/20/2017,642,MSP,MCO
I9CVSP,12/27/2017,905,MSP,RSW
I9DT4M,12/25/2017,615,DFW,MSP
I9E18M,12/11/2017,667,MCO,EWR
I9FI6M,12/18/2017,903,MSP,PHX
I9G9SP,12/6/2017,533,FLL,ATL
I9I74M,12/20/2017,667,RSW,DTW
I9J62M,12/17/2017,616,BWI,ATL
I9J85M,12/21/2017,629,ATL,BWI
I9JGYP,12/10/2017,641,TPA,DFW
I9KDWP,12/11/2017,517,DTW,RSW
I9LSYP,12/30/2017,637,LBE,FLL
I9MZ7M,12/25/2017,643,TPA,DTW
I9UE6Z,12/22/2017,618,LAX,MCI
IB2THJ,12/2/2017,521,LGA,DFW
IB36VJ,12/10/2017,674,FLL,EWR
IB37FJ,12/1/2017,631,MSP,PHX
IB49XZ,12/18/2017,527,MSP,ATL
IB6IHJ,12/17/2017,648,DFW,MCO
IB7EKJ,12/2/2017,515,MSY,LAS
IB8TPJ,12/15/2017,628,DTW,RSW
IBCLPJ,12/14/2017,609,MCO,DTW
IBDWNJ,12/15/2017,674,FLL,LGA
IBI1SJ,12/19/2017,522,SAN,ORD
IBIF5G,12/25/2017,524,EWR,MCO
IBJ36G,12/23/2017,612,ATL,BWI
IBJBSJ,12/26/2017,667,ACY,RSW
IBJVGW,12/30/2017,637,MCO,ATL
IBKIJW,12/19/2017,639,DFW,TPA
IBKNSJ,12/22/2017,624,RSW,PIT
IBL8QW,12/16/2017,662,SDQ,FLL
IBL9VJ,12/29/2017,673,ATL,FLL
IBNDYJ,12/25/2017,506,ORD,MSY
IBNPHW,12/2/2017,672,DTW,RSW
IBQ38G,12/16/2017,531,LGA,ORD
IBQUSW,12/21/2017,611,LAX,CLE
IBT5RW,12/3/2017,526,DTW,RSW
IBU7SW,12/25/2017,527,DTW,LGA
IBV9KG,12/29/2017,680,ORD,RSW
IBVIXW,12/30/2017,660,FLL,ORD
IBW2NW,12/17/2017,634,MSY,DTW
IBWFHW,12/22/2017,505,PHX,ORD
IBWYKW,12/23/2017,606,PHL,MCO
IBYNPJ,12/27/2017,626,BDL,RSW
IBZZUZ,12/3/2017,615,CLE,FLL
IC2B3T,12/4/2017,659,ORD,FLL
IC2YFG,12/3/2017,644,MSY,DTW
IC4JJG,12/20/2017,505,ORD,LAS
IC6KJG,12/2/2017,902,LAS,PDX
IC754T,12/27/2017,525,MCO,BDL
IC8B7T,12/27/2017,617,BOS,MYR
IC8NQG,12/15/2017,901,MCO,PIT
IC8P2D,12/2/2017,621,DTW,BWI
IC9M6T,12/2/2017,646,RSW,BOS
IC9M6T,12/9/2017,638,RSW,BOS
IC9MQG,12/24/2017,677,BWI,FLL
ICB3TG,12/3/2017,903,PHL,DFW
ICCBPG,12/19/2017,669,ORD,FLL
ICCS6T,12/27/2017,503,PBI,BOS
ICDY4D,12/21/2017,602,LAX,DFW
ICER7D,12/2/2017,902,PDX,LAS
ICFDFT,12/12/2017,603,LBE,MCO
ICHL3D,12/5/2017,615,LGA,FLL
ICHM4D,12/25/2017,901,RSW,DTW
ICIRVG,12/29/2017,903,DTW,RSW
ICJDHT,12/16/2017,618,CUN,IAH
ICJN4D,12/29/2017,620,TPA,FLL
ICK9XT,12/23/2017,661,EWR,FLL
ICL8YT,12/3/2017,658,ACY,MCO
ICLK8D,12/14/2017,650,RSW,CLE
ICSH6Q,12/3/2017,614,DFW,DEN
ICURFD,12/11/2017,649,LAS,PIT
ICWPNT,12/2/2017,673,ACY,TPA
ICYCKG,12/24/2017,658,IAH,EWR
ICZRXW,12/23/2017,612,BWI,ATL
ID2JXT,12/18/2017,530,RSW,DTW
ID2NVT,12/26/2017,902,CLE,ATL
ID2UYT,12/24/2017,530,LGA,ORD
ID3LUT,12/19/2017,665,DTW,IAH
ID3MWT,12/14/2017,633,LAS,MCI
ID62GD,12/9/2017,643,DTW,TPA
ID7SHD,12/25/2017,677,ACY,FLL
ID978Q,12/3/2017,509,DFW,ATL
ID9LJD,12/20/2017,663,MCO,EWR
ID9NMQ,12/12/2017,669,LAS,DFW
IDBPKD,12/25/2017,671,FLL,PAP
IDC6QD,12/27/2017,523,FLL,LAX
IDGV7A,12/21/2017,612,MCO,MSP
IDHIVD,12/17/2017,602,LGA,FLL
IDHY4A,12/25/2017,640,SJU,FLL
IDICPD,12/13/2017,626,PBI,ORD
IDJFMQ,12/11/2017,680,MCO,ACY
IDJGMQ,12/11/2017,618,EWR,IAH
IDMM7A,12/28/2017,604,FLL,MSY
IDQ79A,12/10/2017,527,SAN,ORD
IDR3PQ,12/3/2017,613,TPA,DTW
IDR92N,12/11/2017,523,SAN,BWI
IDR92N,12/15/2017,521,BWI,SAN
IDS2NQ,12/26/2017,613,DFW,LAX
IDT4YQ,12/29/2017,631,ORD,RSW
IDV6VQ,12/21/2017,519,BDL,FLL
IDWI8A,12/28/2017,641,LAX,MCI
IDWTJQ,12/8/2017,645,PIT,TPA
IDYMMD,12/17/2017,503,PIT,LAX
IE12VQ,12/2/2017,638,SEA,LAS
IE1FXQ,12/8/2017,638,CLE,FLL
IE1IJA,12/29/2017,521,RSW,CAK
IE29TQ,12/3/2017,639,CLE,MCO
IE2KJA,12/26/2017,645,MCO,MSP
IE34MA,12/2/2017,613,CLE,MCO
IE4LWQ,12/3/2017,680,DTW,IAH
IE54JA,12/10/2017,678,SJU,MCO
IE56HA,12/15/2017,643,ATL,BWI
IE5DYQ,12/28/2017,628,DTW,MSP
IE81WQ,12/20/2017,608,LGA,FLL
IE918N,12/15/2017,612,LAS,BWI
IE9Y5N,12/29/2017,669,PBI,ACY
IEIFVA,12/18/2017,625,MCO,PHL
IELCKN,12/10/2017,641,TPA,BOS
IELMKN,12/20/2017,670,DTW,FLL
IELT2K,12/26/2017,680,ORD,RSW
IEMFRN,12/10/2017,532,LAS,MSY
IEQJMN,12/22/2017,608,BWI,LAS
IESY4K,12/21/2017,902,RSW,BDL
IESY4K,12/22/2017,614,RSW,BDL
IETDRN,12/7/2017,611,MCO,ATL
IETQTN,12/16/2017,661,CUN,FLL
IEUN4K,12/24/2017,634,BDL,TPA
IEV3RN,12/23/2017,515,IAH,ORD
IEW9YA,12/30/2017,626,ATL,LAS
IF437K,12/22/2017,657,MCO,IAH
IF598K,12/2/2017,658,ACY,MCO
IF6FVN,12/27/2017,616,MCO,SJU
IF6UWN,12/23/2017,530,BOS,ATL
IFK43X,12/26/2017,623,MYR,ACY
IFKZGK,12/24/2017,617,PDX,LAS
IFLZ3X,12/24/2017,662,FLL,DEN
IFM6FK,12/29/2017,645,BWI,LAS
IFMK8X,12/13/2017,606,BDL,TPA
IFNVFK,12/24/2017,626,MYR,LGA
IFQFNK,12/30/2017,664,MYR,EWR
IFUI4H,12/24/2017,534,TPA,LBE
IFV4GX,12/2/2017,517,MSY,MCO
IFWC8H,12/26/2017,681,LGA,FLL
IG1B2H,12/14/2017,661,EWR,MCO
IG1H4H,12/1/2017,603,ACY,MYR
IG1S4H,12/20/2017,644,DTW,MSY
IG4D5H,12/21/2017,681,MYR,EWR
IG7L5H,12/10/2017,633,DFW,TPA
IG7RGX,12/14/2017,522,LAX,BWI
IG8P7H,12/23/2017,528,RSW,LBE
IGCT2U,12/12/2017,639,MCO,BWI
IGDYVX,12/15/2017,639,PBG,FLL
IGEDUX,12/27/2017,523,PIT,LAX
IGGF5U,12/15/2017,604,FLL,LAS
IGHRFH,12/18/2017,901,MCO,ORD
IGJCYX,12/21/2017,606,DFW,MCO
IGJH4U,12/14/2017,515,BOS,PBI
IGKEWX,12/30/2017,679,FLL,EWR
IGKY5U,12/1/2017,529,BOS,BWI
IGL7FH,12/28/2017,502,BOS,MSY
IGNJFH,12/24/2017,615,MCO,BWI
IGNJFH,12/24/2017,651,MCO,BWI
IGSTTH,12/11/2017,635,TPA,PIT
IGSU5E,12/13/2017,524,MCO,BOS
IGU8MH,12/2/2017,517,MCO,CAK
IGUH2E,12/25/2017,623,BOS,RSW
IGUNPH,12/25/2017,643,TPA,DTW
IGVFTH,12/28/2017,509,MSY,CLE
IGW4GH,12/18/2017,673,ACY,TPA
IGYDHX,12/11/2017,638,MYR,LGA
IGYQNX,12/11/2017,635,PIT,LAS
IGZ28H,12/26/2017,602,ORD,DFW
IGZZTK,12/24/2017,622,BWI,RSW
IH2GWH,12/28/2017,664,MYR,EWR
IH376E,12/26/2017,642,FLL,MSP
IH3GUH,12/23/2017,634,BDL,RSW
IH54XH,12/16/2017,611,PIT,FLL
IH6KSH,12/11/2017,608,BWI,TPA
IH7H9E,12/30/2017,521,MCO,BOS
IH8CYH,12/23/2017,662,FLL,MBJ
IHE1JE,12/21/2017,527,MCO,ORD
IHJFGE,12/11/2017,635,TPA,PIT
IHPH4R,12/31/2017,668,MCO,ACY
IHQHKE,12/5/2017,650,CLE,LAS
IHUPPE,12/14/2017,529,MSY,ORD
IHVQTE,12/2/2017,631,MCO,MSP
IHWIJE,12/25/2017,519,FLL,BDL
II1EVE,12/18/2017,651,DTW,DEN
II3GTE,12/21/2017,519,MCO,BDL
II3I7B,12/2/2017,677,EWR,MCO
II6THR,12/14/2017,635,FLL,CLE
II73XE,12/24/2017,604,TPA,ATL
II7C9B,12/26/2017,631,LAS,BWI
II81JR,12/27/2017,658,EWR,FLL
II8GGR,12/13/2017,529,MSY,EWR
II92XE,12/21/2017,638,FLL,LGA
II92XE,12/21/2017,676,FLL,LGA
IIGPQR,12/14/2017,613,CLE,LAX
IIJKUR,12/23/2017,506,ORD,PHX
IIKLSR,12/24/2017,672,ATL,DTW
IILRGB,12/15/2017,504,MSY,FLL
IIPFFB,12/21/2017,516,ACY,FLL
IIR7WR,12/23/2017,639,SEA,LAS
IIS6PB,12/18/2017,679,FLL,EWR
IIT3WR,12/10/2017,675,MYR,EWR
IIVTPB,12/26/2017,674,FLL,BWI
IY1E4Z,12/22/2017,606,MCO,LBE
IY1E4Z,12/23/2017,631,MCO,LBE
IY26HM,12/17/2017,602,MYR,LGA
IY2F6Z,12/23/2017,603,LGA,MYR
IY468Z,12/12/2017,646,MYR,LGA
IY6FKM,12/27/2017,535,SAN,IAH
IY7BGM,12/20/2017,643,CLE,LAX
IY7SGM,12/21/2017,523,DTW,RSW
IY9ISM,12/23/2017,634,TPA,BDL
IYCTRM,12/24/2017,628,TPA,DTW
IYD6NM,12/25/2017,506,MSY,ATL
IYF6GZ,12/15/2017,504,MSP,LAS
IYGJWM,12/19/2017,663,ACY,TPA
IYGYGZ,12/2/2017,604,DTW,TPA
IYHHJZ,12/2/2017,622,TPA,DTW
IYIIXM,12/20/2017,614,RSW,BDL
IYKBJZ,12/24/2017,523,EWR,MCO
IYL77J,12/16/2017,644,LGA,FLL
IYLLJZ,12/29/2017,647,TPA,CLE
IYML8J,12/22/2017,603,TPA,ATL
IYMM7J,12/19/2017,657,IAH,ATL
IYMQNZ,12/1/2017,527,BWI,LAX
IYMVHZ,12/19/2017,515,MSY,ORD
IYNMPZ,12/23/2017,657,IAH,TPA
IYRERZ,12/10/2017,676,DEN,FLL
IYRIKZ,12/26/2017,647,MCO,DTW
IYV4RZ,12/27/2017,679,ACY,TPA
IYW68J,12/13/2017,631,BWI,LAS
IYWEUZ,12/14/2017,670,BOS,FLL
J4BFWB,12/23/2017,901,ORD,LAS
J4E2UB,12/23/2017,509,LAX,BWI
J4IFRB,12/28/2017,647,MSP,LAS
J4K7XB,12/26/2017,525,LBE,TPA
J4L1VB,12/22/2017,672,LAS,DTW
J4LLXB,12/9/2017,649,MCO,ATL
J4N1XB,12/22/2017,502,FLL,LAX
J4TP5L,12/14/2017,643,LAS,ORD
J4TZ2L,12/15/2017,601,LAX,DTW
J4WD3L,12/22/2017,634,MSP,MCO
J5453L,12/22/2017,604,LAS,PDX
J54Y5L,12/23/2017,667,DEN,IAH
J56R5L,12/17/2017,674,ORD,FLL
J5DR2Y,12/11/2017,602,ORD,PBI
J5EP2Y,12/18/2017,672,EWR,FLL
J5G3FL,12/21/2017,648,RSW,BWI
J5G3FL,12/28/2017,624,BWI,RSW
J5I4GL,12/27/2017,507,MSP,ORD
J5IY3Y,12/2/2017,644,DTW,LAS
J5J33Y,12/9/2017,631,DTW,RSW
J5J9FL,12/18/2017,621,MYR,LGA
J5JI5Y,12/1/2017,613,MCI,LAX
J5L3FL,12/28/2017,657,EWR,IAH
J5LNQL,12/10/2017,517,MCO,ORD
J5Q7SL,12/17/2017,640,MCO,LBE
J5QSUL,12/12/2017,526,PBI,BOS
J5R7NL,12/10/2017,639,DTW,DEN
J5RYNL,12/1/2017,530,BOS,LAS
J5TBML,12/3/2017,515,MSP,ORD
J5TMPL,12/26/2017,614,MSP,DFW
J5UJSL,12/20/2017,659,PBI,ACY
J5WNJL,12/2/2017,677,EWR,MCO
J5Z14L,12/2/2017,663,FLL,SJO
J5Z84L,12/26/2017,661,MBJ,FLL
J623SL,12/27/2017,623,LGA,FLL
J62GGY,12/12/2017,630,MCO,ATL
J62IRL,12/25/2017,506,MSY,ATL
J645UL,12/22/2017,634,MCO,DFW
J64MHY,12/21/2017,601,BWI,TPA
J64MXL,12/2/2017,903,ATL,BWI
J65IFY,12/16/2017,663,MYR,EWR
J687QY,12/26/2017,679,ACY,FLL
J698UY,12/17/2017,623,MCO,ORD
J6GLSY,12/31/2017,670,FLL,DTW
J6H9UY,12/10/2017,609,DFW,ORD
J6I9UY,12/25/2017,521,LAX,ATL
J6IY4V,12/2/2017,523,LAX,BWI
J6JT3V,12/9/2017,680,FLL,ORD
J6MIYY,12/11/2017,510,FLL,BDL
J6NDJI,12/22/2017,634,MSP,MCO
J6P3HI,12/13/2017,647,BWI,TPA
J6QUMI,12/25/2017,523,FLL,MSY
J6SNNI,12/29/2017,678,TPA,IAH
J6T2WI,12/10/2017,621,DTW,TPA
J6THKI,12/24/2017,672,DTW,LAS
J6UV6F,12/1/2017,503,FLL,MSY
J6UV6F,12/1/2017,638,FLL,MSY
J6VETI,12/20/2017,608,LGA,FLL
J6VYTI,12/18/2017,639,LAS,MSP
J715XI,12/9/2017,528,MSY,EWR
J71GQI,12/19/2017,521,ORD,PHX
J71KTI,12/24/2017,652,CLE,MCO
J723VI,12/2/2017,902,PDX,LAS
J72U2F,12/23/2017,642,LAS,BWI
J72YQI,12/17/2017,643,FLL,CAK
J76D8F,12/15/2017,643,CLE,ATL
J78SYI,12/16/2017,667,DEN,IAH
J7CS2S,12/1/2017,672,FLL,DTW
J7DQMV,12/3/2017,612,ATL,BWI
J7EZVV,12/30/2017,663,MCO,ACY
J7G8TV,12/14/2017,633,LAS,MCI
J7JLVV,12/14/2017,529,ORD,IAH
J7JMSV,12/20/2017,603,DFW,DTW
J7K7VV,12/14/2017,632,ATL,BWI
J7KUGF,12/1/2017,636,DTW,MSY
J7L7JF,12/18/2017,635,CLE,RSW
J7LMSV,12/14/2017,625,PHL,MCO
J7LZYV,12/8/2017,650,ORD,TPA
J7MCWV,12/21/2017,643,DTW,TPA
J7N9WV,12/10/2017,637,MSP,TPA
J7Q8MF,12/1/2017,620,DTW,TPA
J7QWMF,12/10/2017,618,BWI,IAH
J7QWMF,12/17/2017,632,BWI,IAH
J7R9MF,12/10/2017,667,FLL,BWI
J7RWGS,12/19/2017,508,LAX,MSY
J7SE2C,12/17/2017,637,LAX,ORD
J7SZMF,12/10/2017,508,LAX,OAK
J7T29C,12/13/2017,629,LAS,DTW
J7TSNF,12/20/2017,663,EWR,MYR
J7UVTF,12/11/2017,613,PHL,DFW
J7VN2C,12/20/2017,678,BOS,FLL
J82P9C,12/9/2017,674,FLL,ATL
J832GS,12/1/2017,636,DTW,TPA
J83M6C,12/1/2017,601,DFW,BWI
J85CGS,12/31/2017,635,ACY,RSW
J85VUF,12/31/2017,659,SJO,FLL
J86FMS,12/17/2017,648,MCO,DTW
J87H2P,12/19/2017,661,FLL,EWR
J88J8C,12/15/2017,641,MSP,LAS
J88WJS,12/25/2017,603,SAN,LAS
J8F2QS,12/15/2017,630,RSW,PIT
J8GHRS,12/20/2017,623,LAS,OAK
J8IFVS,12/28/2017,509,MSY,CLE
J8JH4P,12/16/2017,674,LGA,FLL
J8KKWS,12/5/2017,534,TPA,ORD
J8LK8P,12/22/2017,603,TPA,ATL
J8LK8P,12/26/2017,902,ATL,TPA
J8NC8P,12/20/2017,607,MCO,BOS
J8QSYC,12/10/2017,607,ORD,LAS
J8TYGC,12/21/2017,508,MCO,MSY
J8TZXC,12/11/2017,658,FLL,SDQ
J8U4XC,12/15/2017,604,FLL,LAS
J8VLTC,12/22/2017,506,MCO,BDL
J8WMFP,12/26/2017,904,BDL,TPA
J93SRC,12/31/2017,608,SJU,MCO
J969UC,12/11/2017,530,DTW,LGA
J98DKP,12/29/2017,649,DEN,DTW
J98DVC,12/27/2017,901,MCO,ATL
J9CMMP,12/15/2017,658,TPA,ACY
J9DF3M,12/10/2017,605,DTW,LAX
J9ED2M,12/15/2017,669,BOS,FLL
J9F8NP,12/31/2017,674,MYR,EWR
J9GVVP,12/17/2017,649,FLL,LBE
J9HQSP,12/18/2017,636,IAH,LAX
J9II6M,12/7/2017,642,ACY,MYR
J9IJ4M,12/20/2017,504,BWI,SEA
J9IMSP,12/17/2017,613,BDL,RSW
J9JWVP,12/22/2017,650,BWI,ATL
J9NI7M,12/16/2017,662,SDQ,FLL
J9QUJM,12/9/2017,526,BOS,PBI
J9W37M,12/25/2017,637,DFW,DTW
J9WZWP,12/20/2017,676,IAH,ATL
JB1CSZ,12/25/2017,657,EWR,IAH
JB1CSZ,12/31/2017,678,IAH,EWR
JB3ESZ,12/11/2017,628,FLL,PHL
JB6MSZ,12/18/2017,528,LAX,OAK
JB91YZ,12/2/2017,627,RSW,MSP
JB9GNJ,12/26/2017,608,BOS,RSW
JBCE4G,12/12/2017,660,SAP,FLL
JBCE4G,12/16/2017,661,SAP,FLL
JBCMMJ,12/15/2017,502,ORD,PHX
JBFNUJ,12/18/2017,615,TPA,ATL
JBFW2G,12/29/2017,677,ORD,FLL
JBHITJ,12/26/2017,681,LGA,FLL
JBIN3G,12/11/2017,657,IAH,TPA
JBJEQJ,12/12/2017,504,MSP,ATL
JBJYQJ,12/26/2017,516,DEN,FLL
JBL24G,12/16/2017,677,ACY,TPA
JBLBRJ,12/1/2017,624,IAH,MSY
JBLN5G,12/20/2017,614,TPA,BDL
JBMB8G,12/30/2017,679,EWR,FLL
JBMCXJ,12/24/2017,645,DFW,LAX
JBMFUJ,12/3/2017,615,CLE,LAS
JBMZ4G,12/20/2017,669,FLL,ORD
JBR3HW,12/27/2017,641,DEN,LAS
JBR4HW,12/27/2017,623,LGA,FLL
JBRMHW,12/11/2017,507,BOS,ATL
JBSM2T,12/29/2017,601,BOS,MYR
JBUU7T,12/21/2017,675,SJO,FLL
JBUURW,12/15/2017,669,SJO,FLL
JBW3KW,12/19/2017,901,LGA,FLL
JBWBPW,12/20/2017,601,MCO,CLE
JBY8NJ,12/7/2017,516,DFW,ATL
JBYTHW,12/9/2017,622,RSW,MSP
JBZTTZ,12/14/2017,674,CUN,DTW
JC2JPW,12/13/2017,648,PIT,MCO
JC3F4T,12/11/2017,903,LBE,MCO
JC4FVW,12/15/2017,675,MCO,IAH
JC4H7T,12/26/2017,514,BDL,FLL
JC4LSW,12/12/2017,672,FLL,SJO
JC4MFG,12/9/2017,631,DTW,RSW
JC5U2T,12/15/2017,509,LAX,PIT
JC75TW,12/27/2017,659,MYR,EWR
JC782D,12/16/2017,679,BWI,FLL
JC7IUW,12/24/2017,522,LAS,MSY
JC8GTW,12/24/2017,631,MCO,DFW
JCBQNG,12/26/2017,534,BDL,MCO
JCC7GG,12/30/2017,651,DFW,MCO
JCD1PG,12/14/2017,606,DFW,TPA
JCDTKT,12/12/2017,668,RSW,ACY
JCEQVG,12/27/2017,525,BDL,MCO
JCEQVG,12/29/2017,533,BDL,MCO
JCEWUG,12/28/2017,644,MSP,RSW
JCFP2D,12/15/2017,625,LBE,FLL
JCFZUG,12/20/2017,612,LAS,PIT
JCIK4D,12/28/2017,528,DTW,MCO
JCJFUG,12/30/2017,517,FLL,BDL
JCJH4D,12/13/2017,676,SEA,LAS
JCJH4D,12/14/2017,613,SEA,LAS
JCM2WG,12/23/2017,651,DTW,ATL
JCM46D,12/16/2017,607,RSW,MSP
JCMMXG,12/11/2017,522,MCO,MSY
JCN4GT,12/25/2017,519,FLL,ATL
JCNU6D,12/19/2017,679,ACY,PBI
JCQC7D,12/23/2017,640,ACY,RSW
JCS9JT,12/21/2017,675,LGA,FLL
JCTJ2Q,12/10/2017,502,BOS,PBI
JCYBMG,12/23/2017,505,LGA,DTW
JCZ37T,12/26/2017,639,DTW,TPA
JD2Z4Q,12/6/2017,611,SEA,LAS
JD32YT,12/30/2017,674,MCO,EWR
JD32YT,12/31/2017,664,MCO,EWR
JD35QT,12/29/2017,671,DEN,FLL
JD4C9Q,12/2/2017,663,SJO,FLL
JD4NWT,12/12/2017,604,LAS,FLL
JD5HWT,12/22/2017,515,BWI,ORD
JD6U7Q,12/26/2017,514,MCO,BDL
JD75FD,12/10/2017,679,ORD,RSW
JDE5HQ,12/24/2017,680,ORD,RSW
JDEQMD,12/29/2017,529,BDL,FLL
JDF2UD,12/25/2017,507,MSY,TPA
JDFKPD,12/24/2017,661,EWR,MCO
JDH6GQ,12/21/2017,681,EWR,MCO
JDH7XD,12/31/2017,509,ORD,LGA
JDJ66A,12/21/2017,601,BWI,TPA
JDJLKQ,12/30/2017,509,ORD,TPA
JDJTWD,12/14/2017,671,BWI,FLL
JDK4RD,12/25/2017,628,MYR,LGA
JDNSSD,12/21/2017,515,MSY,ATL
JDPDMQ,12/2/2017,677,MCO,EWR
